Map_ID,Initiative_ID,Initiative_Name,Factor_ID,Card_ID,Factor_Bank,Requirement_Set_ID,Calculation_Role,Application_Mode,Selection_Group_ID,Mapping_Status,Mapping_Lifecycle_Status,Mapping_Rationale,Version,Last_Reviewed,Source_Row
MAP-0547,INIT-0137,Engage priority suppliers by spend on biodiversity and request a formal response within 90 days,CTF-0137,CARD-0547,Timing Factors,CRS-0547,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0137,ACTIVE,ACTIVE,Catalog timing value-card slot for Engage priority suppliers by spend on biodiversity and request a formal response within 90 days.,1.0,2026-08-18,138
MAP-0548,INIT-0137,Engage priority suppliers by spend on biodiversity and request a formal response within 90 days,CEF-0137,CARD-0548,Efficiency Factors,CRS-0548,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0137,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Engage priority suppliers by spend on biodiversity and request a formal response within 90 days.,1.0,2026-08-18,138
MAP-0549,INIT-0138,Undertake a TNFD review,CCF-0138,CARD-0549,Cost Factors,CRS-0549,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0138,ACTIVE,ACTIVE,Catalog cost value-card slot for Undertake a TNFD review.,1.0,2026-08-18,139
MAP-0550,INIT-0138,Undertake a TNFD review,CPF-0138,CARD-0550,Carbon Factors,CRS-0550,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0138,ACTIVE,ACTIVE,Catalog carbon value-card slot for Undertake a TNFD review.,1.0,2026-08-18,139
MAP-0551,INIT-0138,Undertake a TNFD review,CTF-0138,CARD-0551,Timing Factors,CRS-0551,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0138,ACTIVE,ACTIVE,Catalog timing value-card slot for Undertake a TNFD review.,1.0,2026-08-18,139
MAP-0552,INIT-0138,Undertake a TNFD review,CEF-0138,CARD-0552,Efficiency Factors,CRS-0552,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0138,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Undertake a TNFD review.,1.0,2026-08-18,139
MAP-0553,INIT-0139,Fund a named biodiversity protection or restoration programme with annual investment and independent verification,CCF-0139,CARD-0553,Cost Factors,CRS-0553,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0139,ACTIVE,ACTIVE,Catalog cost value-card slot for Fund a named biodiversity protection or restoration programme with annual investment and independent verification.,1.0,2026-08-18,140
MAP-0554,INIT-0139,Fund a named biodiversity protection or restoration programme with annual investment and independent verification,CPF-0139,CARD-0554,Carbon Factors,CRS-0554,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0139,ACTIVE,ACTIVE,Catalog carbon value-card slot for Fund a named biodiversity protection or restoration programme with annual investment and independent verification.,1.0,2026-08-18,140
MAP-0555,INIT-0139,Fund a named biodiversity protection or restoration programme with annual investment and independent verification,CTF-0139,CARD-0555,Timing Factors,CRS-0555,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0139,ACTIVE,ACTIVE,Catalog timing value-card slot for Fund a named biodiversity protection or restoration programme with annual investment and independent verification.,1.0,2026-08-18,140
MAP-0556,INIT-0139,Fund a named biodiversity protection or restoration programme with annual investment and independent verification,CEF-0139,CARD-0556,Efficiency Factors,CRS-0556,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0139,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Fund a named biodiversity protection or restoration programme with annual investment and independent verification.,1.0,2026-08-18,140
MAP-0557,INIT-0140,Complete a water efficiency audit across all kitchen and bathroom fixtures and implement identified measures within 12 months,CCF-0140,CARD-0557,Cost Factors,CRS-0557,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0140,ACTIVE,ACTIVE,Catalog cost value-card slot for Complete a water efficiency audit across all kitchen and bathroom fixtures and implement identified measures within 12 months.,1.0,2026-08-18,141
MAP-0558,INIT-0140,Complete a water efficiency audit across all kitchen and bathroom fixtures and implement identified measures within 12 months,CPF-0140,CARD-0558,Carbon Factors,CRS-0558,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0140,ACTIVE,ACTIVE,Catalog carbon value-card slot for Complete a water efficiency audit across all kitchen and bathroom fixtures and implement identified measures within 12 months.,1.0,2026-08-18,141
MAP-0559,INIT-0140,Complete a water efficiency audit across all kitchen and bathroom fixtures and implement identified measures within 12 months,CTF-0140,CARD-0559,Timing Factors,CRS-0559,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0140,ACTIVE,ACTIVE,Catalog timing value-card slot for Complete a water efficiency audit across all kitchen and bathroom fixtures and implement identified measures within 12 months.,1.0,2026-08-18,141
MAP-0560,INIT-0140,Complete a water efficiency audit across all kitchen and bathroom fixtures and implement identified measures within 12 months,CEF-0140,CARD-0560,Efficiency Factors,CRS-0560,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0140,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Complete a water efficiency audit across all kitchen and bathroom fixtures and implement identified measures within 12 months.,1.0,2026-08-18,141
MAP-0561,INIT-0141,"Complete a formal water risk assessment for all owned sites and top 10 suppliers by spend, with a mitigation plan for each identified risk",CCF-0141,CARD-0561,Cost Factors,CRS-0561,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0141,ACTIVE,ACTIVE,"Catalog cost value-card slot for Complete a formal water risk assessment for all owned sites and top 10 suppliers by spend, with a mitigation plan for each identified risk.",1.0,2026-08-18,142
MAP-0562,INIT-0141,"Complete a formal water risk assessment for all owned sites and top 10 suppliers by spend, with a mitigation plan for each identified risk",CPF-0141,CARD-0562,Carbon Factors,CRS-0562,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0141,ACTIVE,ACTIVE,"Catalog carbon value-card slot for Complete a formal water risk assessment for all owned sites and top 10 suppliers by spend, with a mitigation plan for each identified risk.",1.0,2026-08-18,142
MAP-0563,INIT-0141,"Complete a formal water risk assessment for all owned sites and top 10 suppliers by spend, with a mitigation plan for each identified risk",CTF-0141,CARD-0563,Timing Factors,CRS-0563,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0141,ACTIVE,ACTIVE,"Catalog timing value-card slot for Complete a formal water risk assessment for all owned sites and top 10 suppliers by spend, with a mitigation plan for each identified risk.",1.0,2026-08-18,142
MAP-0564,INIT-0141,"Complete a formal water risk assessment for all owned sites and top 10 suppliers by spend, with a mitigation plan for each identified risk",CEF-0141,CARD-0564,Efficiency Factors,CRS-0564,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0141,ACTIVE,ACTIVE,"Catalog efficiency value-card slot for Complete a formal water risk assessment for all owned sites and top 10 suppliers by spend, with a mitigation plan for each identified risk.",1.0,2026-08-18,142
MAP-0565,INIT-0142,Recycle rainwater and grey water,CCF-0142,CARD-0565,Cost Factors,CRS-0565,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0142,ACTIVE,ACTIVE,Catalog cost value-card slot for Recycle rainwater and grey water.,1.0,2026-08-18,143
MAP-0566,INIT-0142,Recycle rainwater and grey water,CPF-0142,CARD-0566,Carbon Factors,CRS-0566,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0142,ACTIVE,ACTIVE,Catalog carbon value-card slot for Recycle rainwater and grey water.,1.0,2026-08-18,143
MAP-0567,INIT-0142,Recycle rainwater and grey water,CTF-0142,CARD-0567,Timing Factors,CRS-0567,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0142,ACTIVE,ACTIVE,Catalog timing value-card slot for Recycle rainwater and grey water.,1.0,2026-08-18,143
MAP-0568,INIT-0142,Recycle rainwater and grey water,CEF-0142,CARD-0568,Efficiency Factors,CRS-0568,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0142,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Recycle rainwater and grey water.,1.0,2026-08-18,143
MAP-0569,INIT-0143,Self-supply water direct from the wholesale water market,CCF-0143,CARD-0569,Cost Factors,CRS-0569,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0143,ACTIVE,ACTIVE,Catalog cost value-card slot for Self-supply water direct from the wholesale water market.,1.0,2026-08-18,144
MAP-0570,INIT-0143,Self-supply water direct from the wholesale water market,CPF-0143,CARD-0570,Carbon Factors,CRS-0570,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0143,ACTIVE,ACTIVE,Catalog carbon value-card slot for Self-supply water direct from the wholesale water market.,1.0,2026-08-18,144
MAP-0571,INIT-0143,Self-supply water direct from the wholesale water market,CTF-0143,CARD-0571,Timing Factors,CRS-0571,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0143,ACTIVE,ACTIVE,Catalog timing value-card slot for Self-supply water direct from the wholesale water market.,1.0,2026-08-18,144
MAP-0572,INIT-0143,Self-supply water direct from the wholesale water market,CEF-0143,CARD-0572,Efficiency Factors,CRS-0572,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0143,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Self-supply water direct from the wholesale water market.,1.0,2026-08-18,144
MAP-0573,INIT-0144,Complete supply chain water mapping covering top 5 commodities by estimated water use,CCF-0144,CARD-0573,Cost Factors,CRS-0573,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0144,ACTIVE,ACTIVE,Catalog cost value-card slot for Complete supply chain water mapping covering top 5 commodities by estimated water use.,1.0,2026-08-18,145
MAP-0574,INIT-0144,Complete supply chain water mapping covering top 5 commodities by estimated water use,CPF-0144,CARD-0574,Carbon Factors,CRS-0574,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0144,ACTIVE,ACTIVE,Catalog carbon value-card slot for Complete supply chain water mapping covering top 5 commodities by estimated water use.,1.0,2026-08-18,145
MAP-0575,INIT-0144,Complete supply chain water mapping covering top 5 commodities by estimated water use,CTF-0144,CARD-0575,Timing Factors,CRS-0575,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0144,ACTIVE,ACTIVE,Catalog timing value-card slot for Complete supply chain water mapping covering top 5 commodities by estimated water use.,1.0,2026-08-18,145
MAP-0576,INIT-0144,Complete supply chain water mapping covering top 5 commodities by estimated water use,CEF-0144,CARD-0576,Efficiency Factors,CRS-0576,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0144,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Complete supply chain water mapping covering top 5 commodities by estimated water use.,1.0,2026-08-18,145
MAP-0577,INIT-0145,Use high-efficiency shower and faucet aerators,CCF-0145,CARD-0577,Cost Factors,CRS-0577,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0145,ACTIVE,ACTIVE,Catalog cost value-card slot for Use high-efficiency shower and faucet aerators.,1.0,2026-08-18,146
MAP-0578,INIT-0145,Use high-efficiency shower and faucet aerators,CPF-0145,CARD-0578,Carbon Factors,CRS-0578,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0145,ACTIVE,ACTIVE,Catalog carbon value-card slot for Use high-efficiency shower and faucet aerators.,1.0,2026-08-18,146
MAP-0579,INIT-0145,Use high-efficiency shower and faucet aerators,CTF-0145,CARD-0579,Timing Factors,CRS-0579,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0145,ACTIVE,ACTIVE,Catalog timing value-card slot for Use high-efficiency shower and faucet aerators.,1.0,2026-08-18,146
MAP-0580,INIT-0145,Use high-efficiency shower and faucet aerators,CEF-0145,CARD-0580,Efficiency Factors,CRS-0580,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0145,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Use high-efficiency shower and faucet aerators.,1.0,2026-08-18,146
MAP-0581,INIT-0146,Optimise hot liquor use,CCF-0146,CARD-0581,Cost Factors,CRS-0581,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0146,ACTIVE,ACTIVE,Catalog cost value-card slot for Optimise hot liquor use.,1.0,2026-08-18,147
MAP-0582,INIT-0146,Optimise hot liquor use,CPF-0146,CARD-0582,Carbon Factors,CRS-0582,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0146,ACTIVE,ACTIVE,Catalog carbon value-card slot for Optimise hot liquor use.,1.0,2026-08-18,147
MAP-0583,INIT-0146,Optimise hot liquor use,CTF-0146,CARD-0583,Timing Factors,CRS-0583,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0146,ACTIVE,ACTIVE,Catalog timing value-card slot for Optimise hot liquor use.,1.0,2026-08-18,147
MAP-0584,INIT-0146,Optimise hot liquor use,CEF-0146,CARD-0584,Efficiency Factors,CRS-0584,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0146,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Optimise hot liquor use.,1.0,2026-08-18,147
MAP-0585,INIT-0147,Optimise CIP wash temperature,CCF-0147,CARD-0585,Cost Factors,CRS-0585,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0147,ACTIVE,ACTIVE,Catalog cost value-card slot for Optimise CIP wash temperature.,1.0,2026-08-18,148
MAP-0586,INIT-0147,Optimise CIP wash temperature,CPF-0147,CARD-0586,Carbon Factors,CRS-0586,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0147,ACTIVE,ACTIVE,Catalog carbon value-card slot for Optimise CIP wash temperature.,1.0,2026-08-18,148
MAP-0587,INIT-0147,Optimise CIP wash temperature,CTF-0147,CARD-0587,Timing Factors,CRS-0587,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0147,ACTIVE,ACTIVE,Catalog timing value-card slot for Optimise CIP wash temperature.,1.0,2026-08-18,148
MAP-0588,INIT-0147,Optimise CIP wash temperature,CEF-0147,CARD-0588,Efficiency Factors,CRS-0588,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0147,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Optimise CIP wash temperature.,1.0,2026-08-18,148
MAP-0589,INIT-0148,Reduce water temp in laundry; and line dry linens where possible,CCF-0148,CARD-0589,Cost Factors,CRS-0589,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0148,ACTIVE,ACTIVE,Catalog cost value-card slot for Reduce water temp in laundry; and line dry linens where possible.,1.0,2026-08-18,149
MAP-0590,INIT-0148,Reduce water temp in laundry; and line dry linens where possible,CPF-0148,CARD-0590,Carbon Factors,CRS-0590,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0148,ACTIVE,ACTIVE,Catalog carbon value-card slot for Reduce water temp in laundry; and line dry linens where possible.,1.0,2026-08-18,149
MAP-0591,INIT-0148,Reduce water temp in laundry; and line dry linens where possible,CTF-0148,CARD-0591,Timing Factors,CRS-0591,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0148,ACTIVE,ACTIVE,Catalog timing value-card slot for Reduce water temp in laundry; and line dry linens where possible.,1.0,2026-08-18,149
MAP-0592,INIT-0148,Reduce water temp in laundry; and line dry linens where possible,CEF-0148,CARD-0592,Efficiency Factors,CRS-0592,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0148,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Reduce water temp in laundry; and line dry linens where possible.,1.0,2026-08-18,149
MAP-0593,INIT-0149,Conduct a waste characterisation assessment,CCF-0149,CARD-0593,Cost Factors,CRS-0593,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0149,ACTIVE,ACTIVE,Catalog cost value-card slot for Conduct a waste characterisation assessment.,1.0,2026-08-18,150
MAP-0594,INIT-0149,Conduct a waste characterisation assessment,CPF-0149,CARD-0594,Carbon Factors,CRS-0594,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0149,ACTIVE,ACTIVE,Catalog carbon value-card slot for Conduct a waste characterisation assessment.,1.0,2026-08-18,150
MAP-0595,INIT-0149,Conduct a waste characterisation assessment,CTF-0149,CARD-0595,Timing Factors,CRS-0595,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0149,ACTIVE,ACTIVE,Catalog timing value-card slot for Conduct a waste characterisation assessment.,1.0,2026-08-18,150
MAP-0596,INIT-0149,Conduct a waste characterisation assessment,CEF-0149,CARD-0596,Efficiency Factors,CRS-0596,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0149,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Conduct a waste characterisation assessment.,1.0,2026-08-18,150
MAP-0597,INIT-0150,"Set a documented food waste reduction target with a baseline year, an interim milestone, and a final target date",CCF-0150,CARD-0597,Cost Factors,CRS-0597,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0150,ACTIVE,ACTIVE,"Catalog cost value-card slot for Set a documented food waste reduction target with a baseline year, an interim milestone, and a final target date.",1.0,2026-08-18,151
MAP-0598,INIT-0150,"Set a documented food waste reduction target with a baseline year, an interim milestone, and a final target date",CPF-0150,CARD-0598,Carbon Factors,CRS-0598,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0150,ACTIVE,ACTIVE,"Catalog carbon value-card slot for Set a documented food waste reduction target with a baseline year, an interim milestone, and a final target date.",1.0,2026-08-18,151
MAP-0599,INIT-0150,"Set a documented food waste reduction target with a baseline year, an interim milestone, and a final target date",CTF-0150,CARD-0599,Timing Factors,CRS-0599,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0150,ACTIVE,ACTIVE,"Catalog timing value-card slot for Set a documented food waste reduction target with a baseline year, an interim milestone, and a final target date.",1.0,2026-08-18,151
MAP-0600,INIT-0150,"Set a documented food waste reduction target with a baseline year, an interim milestone, and a final target date",CEF-0150,CARD-0600,Efficiency Factors,CRS-0600,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0150,ACTIVE,ACTIVE,"Catalog efficiency value-card slot for Set a documented food waste reduction target with a baseline year, an interim milestone, and a final target date.",1.0,2026-08-18,151
MAP-0601,INIT-0151,Segregate food waste for composting or Anaerobic Digestion,CCF-0151,CARD-0601,Cost Factors,CRS-0601,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0151,ACTIVE,ACTIVE,Catalog cost value-card slot for Segregate food waste for composting or Anaerobic Digestion.,1.0,2026-08-18,152
MAP-0602,INIT-0151,Segregate food waste for composting or Anaerobic Digestion,CPF-0151,CARD-0602,Carbon Factors,CRS-0602,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0151,ACTIVE,ACTIVE,Catalog carbon value-card slot for Segregate food waste for composting or Anaerobic Digestion.,1.0,2026-08-18,152
MAP-0603,INIT-0151,Segregate food waste for composting or Anaerobic Digestion,CTF-0151,CARD-0603,Timing Factors,CRS-0603,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0151,ACTIVE,ACTIVE,Catalog timing value-card slot for Segregate food waste for composting or Anaerobic Digestion.,1.0,2026-08-18,152
MAP-0604,INIT-0151,Segregate food waste for composting or Anaerobic Digestion,CEF-0151,CARD-0604,Efficiency Factors,CRS-0604,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0151,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Segregate food waste for composting or Anaerobic Digestion.,1.0,2026-08-18,152
MAP-0605,INIT-0152,Distribute Surplus Food via a credible distribution partner,CCF-0152,CARD-0605,Cost Factors,CRS-0605,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0152,ACTIVE,ACTIVE,Catalog cost value-card slot for Distribute Surplus Food via a credible distribution partner.,1.0,2026-08-18,153
MAP-0606,INIT-0152,Distribute Surplus Food via a credible distribution partner,CPF-0152,CARD-0606,Carbon Factors,CRS-0606,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0152,ACTIVE,ACTIVE,Catalog carbon value-card slot for Distribute Surplus Food via a credible distribution partner.,1.0,2026-08-18,153
MAP-0607,INIT-0152,Distribute Surplus Food via a credible distribution partner,CTF-0152,CARD-0607,Timing Factors,CRS-0607,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0152,ACTIVE,ACTIVE,Catalog timing value-card slot for Distribute Surplus Food via a credible distribution partner.,1.0,2026-08-18,153
MAP-0608,INIT-0152,Distribute Surplus Food via a credible distribution partner,CEF-0152,CARD-0608,Efficiency Factors,CRS-0608,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0152,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Distribute Surplus Food via a credible distribution partner.,1.0,2026-08-18,153
MAP-0609,INIT-0153,Complete a circularity audit covering the top three waste streams by volume and identify at least one viable circular option per stream within 90 days,CCF-0153,CARD-0609,Cost Factors,CRS-0609,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0153,ACTIVE,ACTIVE,Catalog cost value-card slot for Complete a circularity audit covering the top three waste streams by volume and identify at least one viable circular option per stream within 90 days.,1.0,2026-08-18,154
MAP-0610,INIT-0153,Complete a circularity audit covering the top three waste streams by volume and identify at least one viable circular option per stream within 90 days,CPF-0153,CARD-0610,Carbon Factors,CRS-0610,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0153,ACTIVE,ACTIVE,Catalog carbon value-card slot for Complete a circularity audit covering the top three waste streams by volume and identify at least one viable circular option per stream within 90 days.,1.0,2026-08-18,154
MAP-0611,INIT-0153,Complete a circularity audit covering the top three waste streams by volume and identify at least one viable circular option per stream within 90 days,CTF-0153,CARD-0611,Timing Factors,CRS-0611,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0153,ACTIVE,ACTIVE,Catalog timing value-card slot for Complete a circularity audit covering the top three waste streams by volume and identify at least one viable circular option per stream within 90 days.,1.0,2026-08-18,154
MAP-0612,INIT-0153,Complete a circularity audit covering the top three waste streams by volume and identify at least one viable circular option per stream within 90 days,CEF-0153,CARD-0612,Efficiency Factors,CRS-0612,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0153,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Complete a circularity audit covering the top three waste streams by volume and identify at least one viable circular option per stream within 90 days.,1.0,2026-08-18,154
MAP-0613,INIT-0154,Train operational teams to reduce production waste and measure pre/post-training waste performance,CCF-0154,CARD-0613,Cost Factors,CRS-0613,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0154,ACTIVE,ACTIVE,Catalog cost value-card slot for Train operational teams to reduce production waste and measure pre/post-training waste performance.,1.0,2026-08-18,155
MAP-0614,INIT-0154,Train operational teams to reduce production waste and measure pre/post-training waste performance,CPF-0154,CARD-0614,Carbon Factors,CRS-0614,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0154,ACTIVE,ACTIVE,Catalog carbon value-card slot for Train operational teams to reduce production waste and measure pre/post-training waste performance.,1.0,2026-08-18,155
MAP-0615,INIT-0154,Train operational teams to reduce production waste and measure pre/post-training waste performance,CTF-0154,CARD-0615,Timing Factors,CRS-0615,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0154,ACTIVE,ACTIVE,Catalog timing value-card slot for Train operational teams to reduce production waste and measure pre/post-training waste performance.,1.0,2026-08-18,155
MAP-0616,INIT-0154,Train operational teams to reduce production waste and measure pre/post-training waste performance,CEF-0154,CARD-0616,Efficiency Factors,CRS-0616,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0154,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Train operational teams to reduce production waste and measure pre/post-training waste performance.,1.0,2026-08-18,155
MAP-0617,INIT-0155,Quantify your food waste,CCF-0155,CARD-0617,Cost Factors,CRS-0617,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0155,ACTIVE,ACTIVE,Catalog cost value-card slot for Quantify your food waste.,1.0,2026-08-18,156
MAP-0618,INIT-0155,Quantify your food waste,CPF-0155,CARD-0618,Carbon Factors,CRS-0618,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0155,ACTIVE,ACTIVE,Catalog carbon value-card slot for Quantify your food waste.,1.0,2026-08-18,156
MAP-0619,INIT-0155,Quantify your food waste,CTF-0155,CARD-0619,Timing Factors,CRS-0619,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0155,ACTIVE,ACTIVE,Catalog timing value-card slot for Quantify your food waste.,1.0,2026-08-18,156
MAP-0620,INIT-0155,Quantify your food waste,CEF-0155,CARD-0620,Efficiency Factors,CRS-0620,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0155,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Quantify your food waste.,1.0,2026-08-18,156
MAP-0621,INIT-0156,Extend the life of your cooking oil,CCF-0156,CARD-0621,Cost Factors,CRS-0621,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0156,ACTIVE,ACTIVE,Catalog cost value-card slot for Extend the life of your cooking oil.,1.0,2026-08-18,157
MAP-0622,INIT-0156,Extend the life of your cooking oil,CPF-0156,CARD-0622,Carbon Factors,CRS-0622,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0156,ACTIVE,ACTIVE,Catalog carbon value-card slot for Extend the life of your cooking oil.,1.0,2026-08-18,157
MAP-0623,INIT-0156,Extend the life of your cooking oil,CTF-0156,CARD-0623,Timing Factors,CRS-0623,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0156,ACTIVE,ACTIVE,Catalog timing value-card slot for Extend the life of your cooking oil.,1.0,2026-08-18,157
MAP-0624,INIT-0156,Extend the life of your cooking oil,CEF-0156,CARD-0624,Efficiency Factors,CRS-0624,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0156,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Extend the life of your cooking oil.,1.0,2026-08-18,157
MAP-0625,INIT-0157,Recycle your used cooking oil at end of life,CCF-0157,CARD-0625,Cost Factors,CRS-0625,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0157,ACTIVE,ACTIVE,Catalog cost value-card slot for Recycle your used cooking oil at end of life.,1.0,2026-08-18,158
MAP-0626,INIT-0157,Recycle your used cooking oil at end of life,CPF-0157,CARD-0626,Carbon Factors,CRS-0626,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0157,ACTIVE,ACTIVE,Catalog carbon value-card slot for Recycle your used cooking oil at end of life.,1.0,2026-08-18,158
MAP-0627,INIT-0157,Recycle your used cooking oil at end of life,CTF-0157,CARD-0627,Timing Factors,CRS-0627,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0157,ACTIVE,ACTIVE,Catalog timing value-card slot for Recycle your used cooking oil at end of life.,1.0,2026-08-18,158
MAP-0628,INIT-0157,Recycle your used cooking oil at end of life,CEF-0157,CARD-0628,Efficiency Factors,CRS-0628,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0157,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Recycle your used cooking oil at end of life.,1.0,2026-08-18,158
MAP-0629,INIT-0158,Process food waste on-site,CCF-0158,CARD-0629,Cost Factors,CRS-0629,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0158,ACTIVE,ACTIVE,Catalog cost value-card slot for Process food waste on-site.,1.0,2026-08-18,159
MAP-0630,INIT-0158,Process food waste on-site,CPF-0158,CARD-0630,Carbon Factors,CRS-0630,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0158,ACTIVE,ACTIVE,Catalog carbon value-card slot for Process food waste on-site.,1.0,2026-08-18,159
MAP-0631,INIT-0158,Process food waste on-site,CTF-0158,CARD-0631,Timing Factors,CRS-0631,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0158,ACTIVE,ACTIVE,Catalog timing value-card slot for Process food waste on-site.,1.0,2026-08-18,159
MAP-0632,INIT-0158,Process food waste on-site,CEF-0158,CARD-0632,Efficiency Factors,CRS-0632,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0158,ACTIVE,ACTIVE,Catalog efficiency value-card slot for Process food waste on-site.,1.0,2026-08-18,159
MAP-0633,INIT-0159,Recycle and responsibly dispose of staff uniforms at end-of-life,CCF-0159,CARD-0633,Cost Factors,CRS-0633,PRIMARY_DISPLAY,DISPLAY,SG-INIT-0159,ACTIVE,ACTIVE,Catalog cost value-card slot for Recycle and responsibly dispose of staff uniforms at end-of-life.,1.0,2026-08-18,160
